PRN_NO,Name,hour_study,prev_midsemmarks,Prev_Sem_Marks,Attendance_%,Mobile_Screen_Time_hrs,Risk
2303300,Amit Jadhav,4,4,100,96,11.6,0
2303301,Pooja Jadhav,7,2,54,85.4,1.6,0
2303302,Vivaan Nair,4,5,34,84.4,3.2,1
2303303,Suresh Mishra,2,0,94,92.9,7.1,1
2303304,Shreya Pandey,8,7,25,80.8,10.4,1
2303305,Ananya Pandey,1,12,47,65.5,1.6,1
2303306,Diya Jadhav,2,19,82,57.4,0.5,1
2303307,Pooja Desai,3,5,48,79.3,8.4,1
2303308,Neha Patel,0,17,67,72.2,7.4,0
2303309,Rohan Tiwari,3,17,82,68,3.6,0
2303310,Sneha Mishra,3,15,77,71.2,11.5,0
2303311,Ananya Mehta,8,7,40,75.9,6.9,1
2303312,Aarav More,7,16,95,97.8,8.1,0
2303313,Priya More,1,7,41,82.7,4.9,1
2303314,Shreya Shah,6,14,46,42.4,11.1,1
2303315,Suresh Sharma,5,9,98,62.7,3.7,0
2303316,Neha Kulkarni,6,0,76,77.5,9.1,0
2303317,Siddharth Pawar,3,8,29,42.3,1.8,1
2303318,Arjun Patel,4,16,41,95.3,6.7,0
2303319,Vivaan Patel,5,19,63,35.4,7.1,1
2303320,Ishaan Chavan,8,0,47,72.8,2.7,1
2303321,Sai Mishra,1,8,69,98.3,4.2,0
2303322,Kunal Chavan,8,13,70,81,2.6,0
2303323,Nikhil Chavan,0,4,20,77.4,10.2,1
2303324,Aditya Mishra,3,5,53,99.8,8.1,0
2303325,Sneha Kumar,4,4,54,85.4,5.6,0
2303326,Ananya Kumar,8,3,80,97.9,6.9,0
2303327,Rahul Mehta,5,15,49,78.9,4.5,0
2303328,Aarav Rao,3,15,95,76.6,5.4,0
2303329,Suresh More,1,9,97,83.4,7.6,0
2303330,Suresh Desai,4,13,87,43.2,2.9,0
2303331,Priya Mishra,7,12,95,86.4,2,0
2303332,Priya Jadhav,7,3,59,97.9,11.4,0
2303333,Suresh Pandey,5,13,84,72.8,3.2,0
2303334,Aarav Joshi,0,8,56,30.9,6.2,1
2303335,Suresh Mishra,7,2,83,35,9.3,1
2303336,Ananya Jadhav,3,9,20,46.4,6.9,1
2303337,Vijay More,1,14,34,64.4,7.8,1
2303338,Pooja Kumar,0,18,32,59,2.4,1
2303339,Neha Nair,6,1,48,98.5,5,1
2303340,Rohan Jadhav,1,1,74,96.2,8.4,1
2303341,Riya Kulkarni,3,8,64,57.5,2.9,0
2303342,Manish Rao,3,3,23,85.6,6.1,1
2303343,Manish Mehta,0,4,83,74.5,7.3,1
2303344,Rahul Mishra,1,1,34,47,9.6,1
2303345,Deepak Kumar,0,6,67,95.2,3,1
2303346,Riya Mishra,5,18,95,48.2,11.7,1
2303347,Diya Pawar,2,5,75,90.9,11.6,1
2303348,Suresh Kulkarni,0,15,89,74.6,0.6,0
2303349,Arjun Pawar,7,13,34,73.5,4.7,0
2303350,Nikhil Mehta,3,11,58,88.7,1.3,0
2303351,Vivaan Jadhav,6,5,88,64.6,4.1,0
2303352,Krishna Rao,1,12,98,89.7,7.5,0
2303353,Priya Rao,5,14,79,68.5,7.5,0
2303354,Sai Mishra,5,13,63,98.9,1.6,0
2303355,Priya Tiwari,6,7,62,76.2,8.3,0
2303356,Vivaan Kumar,0,20,23,56.2,10.2,1
2303357,Aditya Patel,0,19,96,83.4,7.8,0
2303358,Aarav More,1,10,69,65.7,4.1,0
2303359,Shreya Pawar,1,20,58,86.4,0.5,0
2303360,Aisha Mishra,4,8,73,88.3,8,0
2303361,Aditya Sharma,0,11,42,73.2,8.3,1
2303362,Vihaan Mishra,1,5,79,91.1,8.7,1
2303363,Kavya Desai,5,18,99,58.2,1,0
2303364,Vivaan Chavan,2,2,54,34,6.4,1
2303365,Vivaan More,3,0,73,76.4,5.3,0
2303366,Suresh More,0,14,77,83.5,9.3,0
2303367,Deepak Chavan,4,14,81,35.1,8.8,1
2303368,Amit More,3,4,99,84,11.4,0
2303369,Krishna Sharma,7,10,67,74.7,10.8,0
2303370,Aryan More,2,0,26,38.1,6.9,1
2303371,Aarav Verma,0,9,64,67.8,11.8,0
2303372,Riya Shah,4,19,32,37.6,2.2,1
2303373,Ishaan Jadhav,0,10,72,52.5,0.6,1
2303374,Vivaan Mishra,4,6,58,86.3,1.7,0
2303375,Sai Rao,8,16,37,37.1,4.6,1
2303376,Krishna Chavan,4,11,41,62.2,9.2,0
2303377,Priya Joshi,1,3,55,72.4,4.9,1
2303378,Aryan Nair,1,11,72,95.8,9.5,0
2303379,Kunal Kulkarni,8,2,91,81.6,9,0
2303380,Shreya Kulkarni,4,17,22,39.7,9.6,1
2303381,Siddharth Mehta,7,11,81,97.8,2.7,0
2303382,Pooja Singh,3,18,48,63.5,6.4,0
2303383,Ishaan Mehta,1,12,92,55.9,8.7,1
2303384,Diya Mehta,3,15,27,39,3.8,1
2303385,Raj Singh,3,7,95,95.3,10.1,0
2303386,Kavya Chavan,8,5,65,71,9.5,0
2303387,Pooja Patel,5,9,75,99.2,1.9,0
2303388,Deepak Kulkarni,5,9,68,42.2,3,0
2303389,Arjun Gupta,4,5,62,68.2,3.2,0
2303390,Aisha Pandey,5,7,29,37.7,10.6,1
2303391,Shreya Pandey,0,17,32,66.7,2.6,1
2303392,Vivaan Mishra,4,16,76,92.3,7.7,0
2303393,Vihaan Nair,5,9,21,37.7,1.2,1
2303394,Diya Nair,7,1,84,48.9,6.9,1
2303395,Siddharth Mehta,3,11,99,77.8,2.1,0
2303396,Ishaan Patel,4,19,61,35.3,7.1,1
2303397,Riya Tiwari,3,9,77,61.8,4.7,0
2303398,Krishna Desai,6,8,29,53.3,7.5,1
2303399,Aditya Gupta,5,15,82,88.7,5,0
2303400,Siddharth Nair,3,6,90,33.4,10.3,1
2303401,Diya Singh,5,8,80,90.4,9.2,0
2303402,Vijay Mishra,3,5,20,79.3,10.2,1
2303403,Ananya Gupta,7,9,45,50.8,3.1,1
2303404,Aryan Mehta,2,6,24,43.8,2.2,1
2303405,Aisha Joshi,7,17,54,96.5,6.9,0
2303406,Vivaan Joshi,1,10,32,68.8,10.5,1
2303407,Ishaan Joshi,5,0,46,54.1,1.8,1
2303408,Rahul Tiwari,7,20,31,33.1,3.2,1
2303409,Raj More,0,18,69,41.6,9.1,1
2303410,Arjun Jadhav,5,4,78,71.9,5.9,0
2303411,Aisha Shah,8,5,50,65.9,7.4,0
2303412,Suresh Pawar,1,6,88,83,7.3,1
2303413,Diya Verma,0,3,56,88.4,5.2,1
2303414,Deepak Mishra,1,15,21,57.8,8.6,1
2303415,Raj Joshi,4,9,90,37.1,10.3,1
2303416,Nikhil Nair,5,14,84,85.4,10.9,0
2303417,Suresh Rao,0,12,22,68.8,1,1
2303418,Aditya Patel,6,7,39,98.6,6.9,1
2303419,Shreya Desai,3,12,21,85.7,1,0
2303420,Amit Kulkarni,8,6,61,53,10.9,1
2303421,Arjun More,5,16,62,60,5.4,0
2303422,Amit More,8,3,40,46.5,10.9,1
2303423,Kunal Pandey,0,6,64,65.8,2.7,1
2303424,Kunal Chavan,3,15,39,79.8,2.4,0
2303425,Vijay Mehta,1,1,62,72.9,10.9,1
2303426,Vihaan Pandey,5,20,69,53.9,11.3,1
2303427,Deepak Shah,3,13,62,87.6,9.3,0
2303428,Suresh Patel,8,13,43,37.4,3.1,1
2303429,Suresh Tiwari,2,7,79,40,2.5,1
2303430,Kavya More,0,5,51,58.3,9.1,1
2303431,Sai Singh,0,6,24,79.2,7.8,1
2303432,Rohan More,8,6,21,78.6,10.5,1
2303433,Kavya Chavan,8,1,45,55.7,3.7,1
2303434,Pooja Kumar,4,3,44,78.8,3.9,1
2303435,Neha Kumar,1,12,69,34.2,8.9,1
2303436,Shreya Chavan,8,9,58,50.3,3.6,0
2303437,Aisha More,7,8,94,78.6,5.8,0
2303438,Aryan Pawar,5,14,30,42.9,6.5,1
2303439,Diya Mishra,6,11,82,44.9,8.2,1
2303440,Rohan Nair,5,9,87,36.1,4.5,0
2303441,Vivaan Singh,4,18,37,55.5,10.4,1
2303442,Deepak Rao,3,20,47,87.7,5.1,0
2303443,Vijay Jadhav,6,4,61,88.5,1,0
2303444,Suresh Rao,3,6,79,90.4,1.3,0
2303445,Siddharth Pawar,8,19,41,32.6,11.7,1
2303446,Sneha Desai,4,10,59,99.5,7.7,0
2303447,Raj More,7,15,81,65.2,6.1,0
2303448,Kunal Verma,5,12,22,91.1,10.5,0
2303449,Nikhil Patel,3,3,90,93.4,8.7,0
2303450,Priya Rao,2,15,82,66,2.6,0
2303451,Siddharth Tiwari,5,12,39,33.6,0.6,1
2303452,Neha Chavan,0,0,90,71.8,11.8,1
2303453,Rahul Joshi,1,3,90,53.4,7.7,1
2303454,Kunal Kumar,6,14,45,44.5,6,1
2303455,Neha Kulkarni,3,20,60,42.8,11.4,1
2303456,Riya Joshi,4,15,22,69.1,4.7,0
2303457,Krishna Mishra,0,3,62,37.3,8.8,1
2303458,Aarav Kumar,1,16,36,87.5,8.2,1
2303459,Vijay Singh,3,10,72,45.9,8.3,1
2303460,Aditya Patel,7,4,71,68.5,8.3,0
2303461,Amit Mishra,3,12,52,38.8,0.6,0
2303462,Ishaan Joshi,2,11,99,90.2,10,0
2303463,Manish Sharma,2,2,79,78.4,11.1,1
2303464,Manish Chavan,4,3,87,44.5,5.7,1
2303465,Sai Joshi,2,9,75,80.1,6.9,0
2303466,Ananya Mehta,7,8,83,35.8,4.2,0
2303467,Manish Desai,4,9,27,84.1,9.5,0
2303468,Aryan Sharma,6,12,88,64.3,9,0
2303469,Shreya Singh,7,0,52,38.4,9,1
2303470,Arjun Mehta,4,11,44,68.5,9,0
2303471,Manish Pawar,7,10,90,44.1,3,0
2303472,Aditya Chavan,2,20,26,77.1,1.8,1
2303473,Arjun Chavan,6,7,78,79.6,4.1,0
2303474,Aditya Kulkarni,7,13,52,83.3,7.1,0
2303475,Pooja Patel,6,13,60,92.6,5.1,0
2303476,Aisha Tiwari,1,19,52,75.8,3.4,0
2303477,Riya Pawar,7,16,48,64.4,0.8,0
2303478,Nikhil Kulkarni,5,18,58,89.8,1.9,0
2303479,Suresh Jadhav,2,19,76,93,1.7,0
2303480,Shreya Tiwari,3,20,83,84.7,11.5,0
2303481,Shreya Pandey,6,20,85,96,9.5,0
2303482,Pooja Rao,2,16,28,98.6,1.9,1
2303483,Manish Pandey,0,5,48,47.6,5.9,1
2303484,Shreya Singh,5,13,93,42.9,8,1
2303485,Suresh Kumar,2,17,47,61.4,11.6,1
2303486,Pooja Patel,5,16,72,99.8,3.6,0
2303487,Kunal Pandey,2,5,65,36.2,3.5,1
2303488,Diya Mehta,5,4,58,79.8,7,0
2303489,Vivaan Kumar,3,12,95,89.6,10.4,0
2303490,Siddharth Kulkarni,3,15,77,99.8,3.7,0
2303491,Kavya Mishra,1,20,73,73.4,1.9,0
2303492,Aarav Verma,3,8,25,56.6,3.6,1
2303493,Kunal Pandey,3,11,64,41.7,5.7,0
2303494,Ananya Tiwari,6,9,59,98.7,4.6,0
2303495,Deepak Verma,4,12,42,94.7,10.4,0
2303496,Shreya Joshi,7,18,61,86.3,11.3,0
2303497,Siddharth Rao,6,15,57,96.1,4.9,0
2303498,Sneha Kumar,8,16,35,34.3,10,1
2303499,Manish Verma,7,15,93,74.2,1.3,0
2303500,Kavya Gupta,8,13,66,49.2,6.9,0
2303501,Sneha Kulkarni,0,15,40,83.6,10.1,1
2303502,Rahul Patel,2,14,93,36.7,5.3,1
2303503,Arjun Chavan,4,11,94,48.1,2.1,0
2303504,Shreya Pawar,8,4,40,89.5,3.8,1
2303505,Priya Pawar,7,10,44,82.5,6.2,0
2303506,Riya Verma,6,4,80,99.4,10.2,0
2303507,Vihaan Joshi,1,10,73,75.1,9.1,0
2303508,Vivaan Rao,5,1,79,51.2,1.5,1
2303509,Kavya Joshi,3,18,61,68.4,6.8,0
2303510,Deepak Gupta,4,16,80,96.1,10.5,0
2303511,Arjun Kulkarni,4,18,51,75.6,7.1,0
2303512,Riya More,3,11,72,91.7,1.2,0
2303513,Krishna Gupta,3,19,63,31.6,10,1
2303514,Ishaan Mehta,3,4,30,55.9,10.9,1
2303515,Arjun Nair,1,11,66,95.5,5,0
2303516,Deepak Verma,0,15,79,32.8,4.1,1
2303517,Krishna Desai,1,0,55,66.3,6.7,1
2303518,Vihaan Verma,6,1,79,54.3,11.8,1
2303519,Suresh Rao,0,9,52,75.2,10.1,0
2303520,Manish Tiwari,5,1,61,41.4,9.8,1
2303521,Aarav Jadhav,3,9,32,75.7,2.7,0
2303522,Rohan Sharma,1,17,33,99.4,10.8,1
2303523,Aarav Sharma,2,0,77,49,6.9,1
2303524,Vijay Singh,6,4,59,62.3,11,0
2303525,Vihaan Jadhav,5,11,84,32.1,8,1
2303526,Manish Desai,5,16,24,60.4,10.1,0
2303527,Manish Sharma,7,18,49,58.4,2.4,1
2303528,Nikhil Nair,7,17,64,69.5,8.6,0
2303529,Krishna Singh,5,12,77,48,3.5,0
2303530,Nikhil Rao,0,2,58,53,2.4,1
2303531,Kunal Chavan,6,20,31,72.7,7.1,0
2303532,Vivaan Jadhav,7,9,53,93.6,7.4,0
2303533,Aryan Pawar,4,13,33,46.5,6.1,1
2303534,Diya Jadhav,3,7,57,77.4,1.5,0
2303535,Amit Mishra,6,9,35,66.7,3.3,0
2303536,Kavya Gupta,5,1,80,37.3,3.2,1
2303537,Priya Joshi,5,12,78,69.6,4.1,0
2303538,Siddharth Nair,2,4,94,79.6,7.7,1
2303539,Kavya Pandey,3,10,98,71.9,5.5,0
2303540,Shreya More,4,0,93,37.3,11.6,1
2303541,Kunal Verma,8,9,86,89.8,0.7,0
2303542,Raj Singh,7,12,30,32.9,3,1
2303543,Aditya Joshi,2,3,30,46.5,7.1,1
2303544,Vijay Jadhav,5,20,35,73.1,10.6,0
2303545,Aryan Joshi,0,9,57,45.3,0.9,1
2303546,Ishaan Rao,2,11,49,37.1,10.7,1
2303547,Amit Sharma,6,13,60,65.8,6.3,0
2303548,Vihaan Tiwari,6,2,20,80.6,9.5,1
2303549,Kavya Kulkarni,1,1,57,58.8,11.4,1
2303550,Shreya Desai,2,18,79,78.9,3,0
2303551,Siddharth Tiwari,6,10,38,90.2,7.3,0
2303552,Krishna Pandey,5,20,78,97.1,10.7,0
2303553,Ananya Nair,6,6,87,46.3,10.2,1
2303554,Neha More,8,17,29,72.4,6.5,0
2303555,Sai Kulkarni,7,13,36,48.7,11.4,1
2303556,Vijay Rao,5,6,99,91,8.6,0
2303557,Ishaan Sharma,3,6,91,92.3,6.5,0
2303558,Amit Pawar,8,8,48,52.6,1.2,1
2303559,Kavya Pandey,6,11,25,75.2,6.1,0
2303560,Rohan More,4,5,85,92.1,5.4,0
2303561,Amit Patel,1,6,82,65.6,4,1
2303562,Kunal Desai,8,3,50,80.4,11.3,0
2303563,Aisha More,6,15,44,86.1,11.1,0
2303564,Krishna Nair,8,6,40,91,4.4,1
2303565,Vivaan Sharma,8,7,35,66.1,5.5,1
2303566,Kunal Chavan,4,7,23,95.9,9.1,1
2303567,Shreya Pawar,6,19,65,74,10.1,0
2303568,Sai Tiwari,4,2,27,40.6,1.8,1
2303569,Suresh Pandey,2,8,25,72.9,6.1,1
2303570,Sneha Patel,7,18,72,50.9,11,1
2303571,Vijay More,7,12,83,56,8.1,1
2303572,Deepak Shah,8,6,70,86.6,6.7,0
2303573,Vivaan Patel,5,19,82,98.1,8.8,0
2303574,Shreya Sharma,1,20,25,90.9,8.1,1
2303575,Aisha Rao,2,14,81,52.8,11.3,1
2303576,Arjun Sharma,5,18,52,61.8,11,0
2303577,Neha Sharma,0,1,21,98.8,5.1,1
2303578,Manish Chavan,1,11,60,94.6,0.9,0
2303579,Ananya Kumar,7,7,35,98.4,4.3,1
2303580,Raj Chavan,7,7,78,60.3,2.8,0
2303581,Nikhil Sharma,5,12,28,86,2,0
2303582,Vihaan Nair,2,0,88,91,10.7,1
2303583,Priya Pawar,1,9,29,33.1,8.7,1
2303584,Deepak Joshi,5,20,26,48.6,0.9,1
2303585,Ananya Joshi,0,8,85,91.8,11.1,0
2303586,Ananya Pandey,5,1,39,57.2,10.9,1
2303587,Vivaan Tiwari,8,18,82,49.5,11.4,1
2303588,Diya Singh,6,13,23,49.1,10,1
2303589,Sneha Tiwari,8,9,47,56.3,1.4,1
2303590,Riya Joshi,1,9,91,47.1,7.7,1
2303591,Neha Verma,4,7,54,30.2,1.5,1
2303592,Aryan Jadhav,8,13,21,42.1,8.7,1
2303593,Siddharth Pawar,6,12,60,91.8,2.8,0
2303594,Arjun Shah,8,5,47,35.3,11.3,1
2303595,Sai Mehta,5,20,94,58.9,11.2,1
2303596,Aisha Sharma,6,12,92,62,7.3,0
2303597,Amit Pandey,4,2,20,84.5,9.2,1
2303598,Rahul Rao,5,19,46,47.7,10.4,1
2303599,Neha Jadhav,0,12,86,51.7,5,1
2303600,Sai Mishra,0,18,58,31,7.2,1
2303601,Aarav Mishra,1,15,92,93.2,2.5,0
2303602,Rohan Pandey,3,3,59,78,11.8,0
2303603,Ananya Sharma,8,2,47,48.4,11.2,1
2303604,Pooja Singh,6,14,43,92.1,6.1,0
2303605,Diya Gupta,5,14,70,36.1,6.9,0
2303606,Siddharth Verma,0,17,75,55.8,5.5,1
2303607,Suresh Sharma,4,6,92,69.5,0.5,0
2303608,Riya Rao,3,19,45,65.4,3.1,0
2303609,Suresh Chavan,4,4,71,75.8,1.7,0
2303610,Sneha Patel,8,7,25,50.8,4.2,1
2303611,Pooja Patel,2,9,78,83,3.2,0
2303612,Suresh Verma,3,0,31,58.4,9.3,1
2303613,Aarav Mehta,7,10,82,38.8,6.3,0
2303614,Krishna Joshi,2,2,55,81.8,9.9,1
2303615,Aditya Jadhav,2,20,28,93.8,7.8,1
2303616,Priya Joshi,8,2,93,55.5,8,1
2303617,Krishna Sharma,4,14,86,71.3,10.6,0
2303618,Siddharth Tiwari,0,16,48,78.1,10.2,1
2303619,Aisha Rao,6,17,90,88.2,1.2,0
2303620,Rohan Nair,6,7,27,43.9,7.2,1
2303621,Rohan Verma,5,12,62,69.9,5.3,0
2303622,Kunal Singh,5,9,96,81.8,7.4,0
2303623,Rahul Pawar,2,2,54,43.9,10.4,1
2303624,Aarav Nair,2,19,41,63.1,0.6,1
2303625,Neha Pandey,8,13,99,62.5,0.6,0
2303626,Aryan More,0,12,98,88.8,1.2,0
2303627,Ananya Chavan,6,2,85,84.4,10.6,0
2303628,Krishna Pandey,6,12,40,46.2,4.6,1
2303629,Kunal Pawar,7,19,90,46.3,4.8,0
2303630,Sneha Jadhav,5,8,60,80.6,4.5,0
2303631,Raj Verma,7,15,60,81.8,3.2,0
2303632,Vihaan Jadhav,0,7,68,42.5,0.9,1
2303633,Rohan Mishra,0,11,23,58.8,10.9,1
2303634,Pooja Sharma,8,11,84,87.8,3.2,0
2303635,Priya Nair,3,18,29,35.6,10.8,1
2303636,Deepak Gupta,2,16,86,56.2,11.5,1
2303637,Riya Desai,5,14,29,75.1,7.1,0
2303638,Rahul Rao,8,17,92,84,4.8,0
2303639,Krishna Mishra,3,6,36,75.7,9.3,1
2303640,Vijay Kumar,8,12,86,57.8,0.8,0
2303641,Sneha Sharma,4,18,72,99.4,11.2,0
2303642,Kavya Gupta,6,15,54,32.9,5.2,0
2303643,Deepak Verma,2,10,23,64.6,4,1
2303644,Deepak Mehta,2,4,87,65.7,2,1
2303645,Vihaan Pawar,2,1,30,46.8,11.5,1
2303646,Kavya Jadhav,7,0,63,69.1,9.8,0
2303647,Riya Kumar,5,15,79,45.4,8.8,1
2303648,Raj Desai,8,4,89,61,11.2,0
2303649,Rahul Jadhav,8,6,81,60.2,11.5,0
2303650,Suresh Nair,7,8,51,84.1,3.6,0
2303651,Diya Pawar,0,3,65,96,9.5,1
2303652,Shreya Nair,5,18,42,44.2,9.3,1
2303653,Riya Kulkarni,3,19,56,99.4,6.9,0
2303654,Arjun Mishra,3,14,94,95.8,2.2,0
2303655,Shreya Pawar,2,6,77,37.9,11.3,1
2303656,Krishna Tiwari,8,17,62,93.9,4.1,0
2303657,Kavya Singh,1,4,34,69.5,7.2,1
2303658,Shreya Kulkarni,0,20,86,91.5,0.7,0
2303659,Vijay Pandey,2,12,21,96.2,5.4,1
2303660,Priya Shah,3,2,90,90.1,7.6,0
2303661,Krishna Mishra,3,5,24,58.2,4.9,1
2303662,Pooja Pandey,5,11,72,74.6,6,0
2303663,Nikhil Gupta,0,20,64,62.5,2.7,0
2303664,Suresh More,0,17,60,55.7,4.5,1
2303665,Raj Kulkarni,1,17,82,47.5,8.8,1
2303666,Raj Tiwari,3,3,91,60.9,11.7,0
2303667,Nikhil Pawar,6,19,51,86.4,5.9,0
2303668,Shreya Patel,5,13,21,89.1,8.4,0
2303669,Vivaan Sharma,8,13,29,97.1,11.7,0
2303670,Aryan More,6,0,62,50.3,9.4,1
2303671,Kavya Shah,4,10,62,75.5,0.6,0
2303672,Aarav Shah,5,8,86,78.6,11.3,0
2303673,Kavya Patel,8,17,42,43.4,10.5,1
2303674,Priya Pawar,0,4,79,55.7,3.6,1
2303675,Suresh Patel,8,9,100,54,2.6,0
2303676,Ishaan Kulkarni,5,14,25,99,10.8,0
2303677,Vihaan Joshi,3,9,32,97.1,8.4,0
2303678,Sneha Tiwari,4,15,40,87.5,3.2,0
2303679,Vihaan Chavan,0,3,77,63.1,8.7,1
2303680,Vijay Sharma,6,3,47,48.5,7.4,1
2303681,Kavya Nair,7,7,89,94.1,4.1,0
2303682,Amit Chavan,4,5,27,48.8,6.9,1
2303683,Riya Kumar,1,10,96,66.5,6.6,0
2303684,Siddharth Joshi,7,12,77,47.2,6.4,0
2303685,Nikhil Rao,6,18,59,98,6.4,0
2303686,Riya Kulkarni,8,10,20,32.9,0.5,1
2303687,Riya Joshi,3,1,96,42.2,3.6,1
2303688,Krishna Tiwari,8,2,84,83.6,5.5,0
2303689,Priya Tiwari,3,14,29,40.6,2,1
2303690,Rohan Sharma,2,12,79,98.6,9.1,0
2303691,Raj Mishra,2,9,88,52.5,10.2,1
2303692,Aisha Patel,1,4,39,94.3,9.9,1
2303693,Aisha Singh,2,10,81,76.4,5.8,0
2303694,Siddharth Desai,7,13,32,74.4,8.4,0
2303695,Vivaan Tiwari,7,19,77,94.1,1.4,0
2303696,Ananya Pawar,1,14,56,65.9,2.8,0
2303697,Ananya Shah,1,12,29,58.1,1,1
2303698,Aarav Mishra,1,2,22,45.2,11.6,1
2303699,Sneha Verma,6,8,53,40.1,7.1,1
2303700,Ananya Chavan,5,7,53,85.4,2.5,0
2303701,Vihaan Kumar,0,14,49,39,8.6,1
2303702,Vivaan Nair,1,0,56,57.6,6.1,1
2303703,Krishna Pandey,0,1,87,58.6,5.5,1
2303704,Diya Pawar,6,8,53,76.5,11,0
2303705,Kunal Chavan,5,20,51,49.5,8.6,1
2303706,Nikhil Verma,1,16,77,88.7,8.4,0
2303707,Aisha Kulkarni,1,8,43,44.5,1.6,1
2303708,Manish Tiwari,1,0,28,85.2,1.6,1
2303709,Aditya Shah,7,7,60,89.5,8.1,0
2303710,Ishaan Verma,6,4,43,43.5,2.3,1
2303711,Vihaan Tiwari,0,10,44,86.7,5.7,1
2303712,Riya More,3,5,55,80,7.1,0
2303713,Vivaan Shah,3,16,27,91.2,5,0
2303714,Siddharth Tiwari,6,17,78,65.7,1.5,0
2303715,Sai Mishra,1,17,54,46.4,9,1
2303716,Vihaan Jadhav,3,4,57,93.8,10.7,0
2303717,Ananya Kulkarni,0,4,51,85.3,2.4,1
2303718,Manish More,3,18,70,31.5,10.3,1
2303719,Ishaan Joshi,0,12,47,95.8,9.6,1
2303720,Riya More,1,6,75,96.4,7,1
2303721,Sai Kulkarni,1,13,27,54.9,7.4,1
2303722,Manish Desai,2,7,60,30.7,8,1
2303723,Arjun Chavan,7,2,42,68.7,6.5,1
2303724,Rohan Gupta,5,3,73,94,10.2,0
2303725,Priya Pandey,5,9,42,38.7,6,1
2303726,Aditya Gupta,8,3,51,71.3,6.8,0
2303727,Suresh Gupta,7,17,29,81.2,0.9,0
2303728,Krishna Pandey,1,11,100,39.4,2.6,1
2303729,Aditya Rao,5,19,54,65.9,10.9,0
2303730,Kavya Kumar,0,19,82,36.2,1.9,1
2303731,Rahul Desai,8,14,86,69.1,10.9,0
2303732,Sai Kumar,3,12,55,60.9,7.8,0
2303733,Aryan Patel,3,11,68,48.5,11.1,1
2303734,Suresh Tiwari,8,7,65,89.7,9.9,0
2303735,Suresh Tiwari,2,8,46,56.7,10.5,1
2303736,Aryan Shah,4,19,50,79,6.5,0
2303737,Sai Shah,0,8,53,85.3,10,0
2303738,Suresh Tiwari,5,16,95,42.5,5.8,0
2303739,Vivaan Mehta,2,0,78,38.3,1,1
2303740,Aryan Pawar,0,5,73,30.5,8,1
2303741,Kavya Patel,5,6,85,51.4,8.9,1
2303742,Kunal More,1,8,49,87.1,1.7,1
2303743,Aarav Shah,7,9,92,84.1,9.9,0
2303744,Rohan Singh,1,3,42,91,1.4,1
2303745,Aryan Mishra,3,15,28,83.2,5.6,0
2303746,Vivaan Nair,2,11,74,31.7,6.1,1
2303747,Rahul Singh,8,8,20,57,0.9,1
2303748,Shreya Gupta,1,2,75,30.4,1.3,1
2303749,Neha Verma,2,8,58,32.5,5.7,1
2303750,Ananya Pawar,6,16,37,63.5,4.1,0
2303751,Aryan Verma,3,13,61,55.2,9.9,1
2303752,Sai Kumar,5,4,92,69.1,5.3,0
2303753,Siddharth More,2,20,94,34.6,1.7,1
2303754,Priya Shah,0,0,84,71.2,2.3,1
2303755,Krishna Verma,5,0,94,34.6,8.2,1
2303756,Ishaan Desai,3,2,52,59.7,11.4,1
2303757,Nikhil Singh,1,8,49,54.7,10.5,1
2303758,Aryan Kulkarni,6,5,24,45.7,2,1
2303759,Riya Kumar,4,8,69,51.8,0.7,0
2303760,Vihaan Nair,5,3,84,30,0.8,1
2303761,Ananya Tiwari,5,19,29,52.7,6.9,1
2303762,Riya Jadhav,8,18,79,35.5,6.1,0
2303763,Rahul Shah,1,4,96,94.5,0.7,1
2303764,Shreya Joshi,5,4,46,35.2,1.2,1
2303765,Aisha Joshi,8,13,91,96.7,12,0
2303766,Krishna Sharma,3,9,47,64.4,11.6,0
2303767,Raj Rao,5,15,64,65.9,2,0
2303768,Sai Shah,6,5,71,85.2,2.4,0
2303769,Amit Shah,0,19,85,78.7,10.9,0
2303770,Aryan Rao,4,13,81,46.6,6.3,0
2303771,Kavya More,3,17,95,31.8,11.5,1
2303772,Shreya Rao,1,8,96,84.5,6.5,0
2303773,Vijay More,1,6,79,39.1,7.1,1
2303774,Aryan Kumar,1,17,59,71.9,3,0
2303775,Rahul Rao,6,9,34,96,10.6,0
2303776,Rahul Joshi,3,1,26,68.5,10,1
2303777,Vijay Sharma,5,12,58,50,4.4,0
2303778,Manish Jadhav,6,5,70,42.5,7.5,1
2303779,Vijay Kulkarni,8,8,26,31.9,4.4,1
2303780,Ananya Chavan,1,19,31,73.6,5.8,1
2303781,Aryan Nair,8,7,33,69.1,10.3,1
2303782,Sneha Kulkarni,4,9,53,62.3,5.3,0
2303783,Aryan Nair,5,15,58,43.6,10.2,1
2303784,Raj Desai,5,14,92,46.6,11.5,1
2303785,Suresh Verma,2,12,83,97.1,5.3,0
2303786,Deepak Kulkarni,6,17,31,31.4,10.6,1
2303787,Ishaan Joshi,6,5,53,55.4,4,1
2303788,Ishaan Sharma,7,19,46,32.7,0.5,1
2303789,Rahul Verma,4,8,41,43.4,1.5,1
2303790,Shreya Pandey,1,17,37,95.3,9,1
2303791,Aarav Gupta,2,6,65,40.5,1.7,1
2303792,Vivaan Kulkarni,8,4,63,72.1,11.3,0
